dataset,method,seed,mean_acc,worst_acc,test_env_accs,test_env_losses,num_classes,epochs,weight_entropy_curve,weight_max_curve,weight_min_curve
synthetic_spurious,rex,0,0.9165,0.9165,[0.9165],[0.24591202290852865],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,rex,1,0.9328333333333333,0.9328333333333333,[0.9328333333333333],[0.21813868653774263],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,rex,2,0.9214166666666667,0.9214166666666667,[0.9214166666666667],[0.23793624687194825],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,rex,3,0.8825833333333334,0.8825833333333334,[0.8825833333333334],[0.29765778489907585],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,rex,4,0.8765833333333334,0.8765833333333334,[0.8765833333333334],[0.3244757742087046],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,irm,0,0.9113333333333333,0.9113333333333333,[0.9113333333333333],[0.25665745759010317],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,irm,1,0.93025,0.93025,[0.93025],[0.2252347898085912],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,irm,2,0.9159166666666667,0.9159166666666667,[0.9159166666666667],[0.2504426884651184],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,irm,3,0.8750833333333333,0.8750833333333333,[0.8750833333333333],[0.3128321980237961],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,irm,4,0.8715,0.8715,[0.8715],[0.3384122817516327],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,coral,0,0.916,0.916,[0.916],[0.24731620899836224],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,coral,1,0.9325,0.9325,[0.9325],[0.21756478106975555],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,coral,2,0.9214166666666667,0.9214166666666667,[0.9214166666666667],[0.23985379521052042],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,coral,3,0.8816666666666667,0.8816666666666667,[0.8816666666666667],[0.3004441641569138],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,coral,4,0.8756666666666667,0.8756666666666667,[0.8756666666666667],[0.3286583716074626],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
synthetic_spurious,ipdr,0,0.9214166666666667,0.9214166666666667,[0.9214166666666667],[0.23318208718299865],2,20,"[1.0913666794376988, 1.02251955193858, 0.9789382699997194, 1.0180389438906023, 1.0411045628209268, 1.0482462894531988, 1.04962432576764, 1.0528243030271223, 1.0615424725317186, 1.057899263597304, 1.0587729792441092, 1.0646126462567238, 1.0690977842577043, 1.0716036673515075, 1.0684489819311327, 1.0692293374769148, 1.0746940912738923, 1.0701011073204778, 1.0742973819855721, 1.0777544936826151]","[0.3727343832292864, 0.49635458569372853, 0.5523080027872517, 0.505323012028971, 0.4712481037262947, 0.4611923627315029, 0.46036304966095953, 0.452117322914062, 0.4382515049749805, 0.440057881416813, 0.4391835399212376, 0.4374721877036556, 0.4272137255437912, 0.42307053938988715, 0.4287737338773666, 0.43075907903332866, 0.41961466593127095, 0.4249186881126896, 0.4184005577718058, 0.4092348227577825]","[0.2982886688363168, 0.20717839704405877, 0.17442175649827527, 0.2016350203944791, 0.22146848132533412, 0.2304529139111119, 0.23485075706435787, 0.2361228980364338, 0.24101430129620335, 0.24263284715913958, 0.24115417128609073, 0.24825170491972276, 0.25680542328665334, 0.2561357122275137, 0.25694694634406795, 0.2529709752528898, 0.261687369115891, 0.25439063820146746, 0.2622328722669232, 0.2629131256572662]"
synthetic_spurious,ipdr,1,0.9355833333333333,0.9355833333333333,[0.9355833333333333],[0.208703825990359],2,20,"[1.093865321528527, 1.0594326757615613, 1.0164556714796251, 1.0206072715020948, 1.0301202843266148, 1.0437474481521114, 1.0468625330155896, 1.0597437639390268, 1.0628906103872484, 1.0709558763811666, 1.0706411792385964, 1.0726177230958016, 1.0789634835335515, 1.0795105080450735, 1.0772230202151882, 1.0780398230398855, 1.0833075315721574, 1.0846494936173963, 1.0818280866069179, 1.0775619610663383]","[0.36393088967569415, 0.4408323707119111, 0.5089939650027983, 0.4990081191062927, 0.4844000733667804, 0.4657171137871281, 0.46366535848186863, 0.43944120983923635, 0.4378438053592559, 0.42186813585219846, 0.4214914796813842, 0.42121302793102877, 0.40943325719525736, 0.4015542047639047, 0.41347322156352384, 0.41193582357898834, 0.3990262102696203, 0.3947171684234373, 0.4016550510160385, 0.40751906556467854]","[0.305380858240589, 0.24413991839654983, 0.2025198047199557, 0.20698900713074592, 0.2169831868621611, 0.2291426629789414, 0.23042720027508273, 0.2382778049476685, 0.2559865415096283, 0.2591519764354152, 0.26439620506378914, 0.26516773191190535, 0.2692921132810654, 0.2772961951071216, 0.27075356966064823, 0.26875529894905703, 0.27448548520765, 0.2763161279501454, 0.2699964368535626, 0.2667523002432239]"
synthetic_spurious,ipdr,2,0.9251666666666667,0.9251666666666667,[0.9251666666666667],[0.22589446051915488],2,20,"[1.0902659200852918, 1.0172429488551231, 0.9716703834072236, 1.0081186179191834, 1.0272029484471967, 1.0444941520690918, 1.047238536419407, 1.0529476577235806, 1.0533789492422534, 1.057501979412571, 1.0637017526934225, 1.0632307452540244, 1.0687474819921678, 1.0690939157239852, 1.073028645207805, 1.0691595462060743, 1.0746918532156176, 1.0717575088624032, 1.0738530485860762, 1.0701918948081233]","[0.377204377805033, 0.500122175101311, 0.5580917164202659, 0.5165265471704544, 0.4888901047168239, 0.4645432512606344, 0.4614547827551442, 0.44840713470212873, 0.45552208923524423, 0.44295562178857867, 0.4361569006596842, 0.4384448980131457, 0.4231600847936446, 0.42520419532252896, 0.4188014134283989, 0.4220015733472763, 0.41803539760651126, 0.4260252704543452, 0.4181667547072134, 0.4263271112595835]","[0.2932461778963766, 0.2061380828099866, 0.16942564758562273, 0.20089584540936253, 0.21251372560378043, 0.222960316365765, 0.22737806747036596, 0.23141749876160775, 0.23695027491738718, 0.24014217911228056, 0.25170486780904955, 0.24759294909815635, 0.2496368452425926, 0.254783762558814, 0.2545437149463161, 0.25348401117709374, 0.2598640928345342, 0.25882896684831186, 0.26043073208101336, 0.2580964094208133]"
synthetic_spurious,ipdr,3,0.8895833333333333,0.8895833333333333,[0.8895833333333333],[0.28080706234773],2,20,"[1.0888512249915832, 1.019612633412884, 0.9722788737666223, 0.9954456417791305, 1.025648163210961, 1.0344350280300263, 1.0396474984384352, 1.0459832376049412, 1.0490690738924089, 1.0503221384940609, 1.0560054971325783, 1.0552851788459285, 1.056854211514996, 1.0606074679282405, 1.057314484350143, 1.0635946489149524, 1.0678240156942798, 1.0685420228588967, 1.0680597597552883, 1.0661195132040209]","[0.3744442472534795, 0.49723267747509864, 0.553178301742, 0.5308391682563289, 0.4866136043302475, 0.4803226253678722, 0.467215339022298, 0.46539786265742394, 0.45977200423517534, 0.4545875826189595, 0.4491447248766499, 0.4486578549108198, 0.4446458979960411, 0.44663896387623203, 0.4452887927332232, 0.4375978083379807, 0.4250293479811761, 0.4306089214740261, 0.4276301860809326, 0.43247317691003123]","[0.29030252848902055, 0.1994850524971562, 0.16538329614746955, 0.18173292880096742, 0.20639182002313675, 0.21329579430241738, 0.21930347142680998, 0.22639427021626504, 0.23029747701460315, 0.23365945633380644, 0.23474554813677265, 0.23813609057857144, 0.2366403591248297, 0.24312491474613065, 0.23965879553748715, 0.24751808133817488, 0.247464757773184, 0.24794861193626158, 0.247766018394501, 0.24848314062241586]"
synthetic_spurious,ipdr,4,0.8815833333333334,0.8815833333333334,[0.8815833333333334],[0.3071834439436595],2,20,"[1.0907290712479623, 1.0247599751718584, 0.9865780684255785, 0.9968569182580517, 1.0049000401650705, 1.016722567619816, 1.0205483840357872, 1.0319184353274684, 1.0377873143842142, 1.040355884259747, 1.0415505113140229, 1.0446755290031433, 1.0464873275449198, 1.057920394405242, 1.0525006555741834, 1.053360817893859, 1.06060552981592, 1.0582579220494917, 1.0618126565410244, 1.0621955240926435]","[0.3742650314684837, 0.48937552109841376, 0.5364043491501962, 0.5276630703480013, 0.5135834601617628, 0.5023854797886264, 0.49510798915739984, 0.4867162310308026, 0.4796006256534207, 0.47462858500019195, 0.4690526752702652, 0.4593520010671308, 0.46558894841901716, 0.4506096061198942, 0.45415262541463297, 0.4512870215600537, 0.4397413586416552, 0.440384958059557, 0.43810354605797797, 0.4375077361060727]","[0.2957121369338805, 0.20911900266524283, 0.18297874567008787, 0.1887869673871225, 0.19390968065108022, 0.20453698692783231, 0.205754148863977, 0.21595661967031418, 0.21965431542165817, 0.2241796596396354, 0.22589480516410643, 0.22146117062337936, 0.23143262872772832, 0.24051135778427124, 0.23535276324518264, 0.2377613494473119, 0.24308103322982788, 0.23975117841074545, 0.2419935272585961, 0.24242700588318608]"
synthetic_spurious,ipdr_inv,0,0.9171666666666667,0.9171666666666667,[0.9171666666666667],[0.24437396311759949],2,20,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]"
